model,data,split,device,timestamp,mAP50,mAP50_95,precision,recall,per_class_ap50
yolov8n.pt,experiments/configs/coco128_synthetic_contrast.yaml,val,cpu,2026-09-25T11:23:59.119555,0.597980332340598,0.44229200591120676,0.6936966996172936,0.5204457248224129,"[0.765559900883691, 0.28812925170068027, 0.23230662492207216, 0.9378571428571427, 0.9133333333333333, 0.715, 0.6959375000000003, 0.4451818181818182, 0.35426282051282054, 0.22256756756756757, 0.995, 0.580519333607569, 0.9353809523809523, 0.995, 0.7709102564102565, 0.995, 0.9164285714285714, 0.995, 0.995, 0.9159375, 0.4543637566137566, 0.5964866059099696, 0.2554052600279703, 0.743030303030303, 0.6866666666666666, 0.7283333333333333, 0.995, 0.728125, 0.30333333333333334, 0.5406666666666666, 0.1775, 0.425, 0.49499999999999994, 0.6161764705882353, 0.41691814800046123, 0.4991785714285714, 0.3755482690936939, 0.21057197591680354, 0.5258707541667693, 0.33247840698934295, 0.6361230834314326, 0.11055555555555555, 0.6616666666666667, 0.945, 0.23729286125030805, 0.5505575603619537, 0.8283333333333331, 0.995, 0.9049444444444446, 0.945, 0.4651721602666859, 0.7533333333333333, 0.6343713830029619, 0.7200000000000001, 0.4757454142947502, 0.52625, 0.7450000000000001, 0.42928571428571444, 0.0707142857142857, 0.5749641577060931, 0.09355429292929292, 0.6787500000000001, 0.3386781609195403, 0.18596153846153846, 0.5635314685314687, 0.438013465128297, 0.8912857142857143, 0.8283333333333331, 0.16583333333333333, 0.6126719543457884, 0.6807142857142856]"
